report_date,child_asin,ppc_product,buy_box_group,sessions_total,page_views_total,unit_session_percentage,units_ordered,ordered_product_sales,featured_offer_buy_box_percentage
2023-06-01,B05G34JWDR,0,Low Buy Box,561,623,2.14,12,349.65,32.96
2023-07-01,B05G34JWDR,0,High Buy Box,4293,4658,0.51,22,1323.21,20.3
2023-08-01,B05G34JWDR,0,Low Buy Box,968,1338,1.03,10,301.17,62.81
2023-09-01,B05G34JWDR,0,Low Buy Box,3117,3682,0.26,8,208.31,58.57
2023-10-01,B05G34JWDR,0,Low Buy Box,873,1223,2.29,20,1045.72,18.28
2023-11-01,B05G34JWDR,0,Low Buy Box,134,146,2.24,3,183.01,43.45
2023-12-01,B05G34JWDR,0,Low Buy Box,740,940,2.3,17,622.06,67.92
2024-01-01,B05G34JWDR,0,High Buy Box,415,617,1.93,8,214.29,93.27
2022-04-01,B0FK76Z7MB,0,High Buy Box,600,821,1.33,8,127.8,29.13
2022-05-01,B0FK76Z7MB,0,High Buy Box,3009,3541,0.0,0,0.0,40.89
2022-06-01,B0FK76Z7MB,0,Low Buy Box,3675,5295,0.33,12,596.53,30.43
2022-07-01,B0FK76Z7MB,0,Low Buy Box,1133,1380,0.26,3,77.32,57.94
2022-08-01,B0FK76Z7MB,0,Low Buy Box,5257,6349,0.44,23,1177.51,42.37
2022-09-01,B0FK76Z7MB,0,Low Buy Box,2627,3292,1.45,38,905.9,60.75
2022-10-01,B0FK76Z7MB,0,Low Buy Box,577,792,7.63,44,2415.89,35.68
2022-11-01,B0FK76Z7MB,0,Low Buy Box,2992,4553,0.43,13,463.7,6.18
2022-12-01,B0FK76Z7MB,0,High Buy Box,2147,2581,0.05,1,22.11,36.34
2023-01-01,B0FK76Z7MB,0,High Buy Box,1894,2420,0.69,13,681.13,47.8
2023-02-01,B0FK76Z7MB,0,High Buy Box,2668,3590,0.22,6,156.75,64.98
2023-03-01,B0FK76Z7MB,0,High Buy Box,232,302,9.48,22,543.27,48.18
2023-04-01,B0FK76Z7MB,0,High Buy Box,680,716,0.74,5,83.37,13.23
2023-05-01,B0FK76Z7MB,0,Low Buy Box,1081,1547,0.65,7,111.54,16.7
2023-06-01,B0FK76Z7MB,0,High Buy Box,571,804,1.4,8,375.4,57.7
2023-07-01,B0FK76Z7MB,0,Low Buy Box,695,863,1.58,11,493.05,70.88
2023-08-01,B0FK76Z7MB,0,Low Buy Box,292,332,4.11,12,530.87,38.75
2023-09-01,B0FK76Z7MB,0,High Buy Box,477,629,19.92,95,5676.5,60.11
2023-10-01,B0FK76Z7MB,0,Low Buy Box,1730,2480,1.1,19,649.06,23.5
2023-11-01,B0FK76Z7MB,0,Low Buy Box,844,971,9.24,78,4143.9,84.16
2023-12-01,B0FK76Z7MB,0,High Buy Box,5349,6677,0.24,13,577.72,42.59
2024-01-01,B0FK76Z7MB,0,High Buy Box,1541,1975,1.04,16,540.76,49.04
2022-04-01,B0HYAD6AHG,0,High Buy Box,1983,2299,0.1,2,77.45,37.5
2022-05-01,B0HYAD6AHG,0,High Buy Box,357,469,10.08,36,863.65,67.77
2022-06-01,B0HYAD6AHG,0,High Buy Box,153,182,1.96,3,150.39,33.23
2022-07-01,B0HYAD6AHG,0,High Buy Box,5175,7606,0.52,27,812.55,60.3
2022-08-01,B0HYAD6AHG,0,Low Buy Box,2781,4173,2.95,82,1734.59,48.94
2022-09-01,B0HYAD6AHG,0,Low Buy Box,1529,1928,2.03,31,1758.35,47.8
2022-10-01,B0HYAD6AHG,0,Low Buy Box,973,1308,3.08,30,1470.3,49.27
2022-11-01,B0HYAD6AHG,0,Low Buy Box,1640,2184,0.06,1,14.34,10.41
2022-12-01,B0HYAD6AHG,0,High Buy Box,681,773,1.03,7,211.29,32.6
2023-01-01,B0HYAD6AHG,0,Low Buy Box,1672,1968,0.3,5,238.25,19.77
2023-02-01,B0HYAD6AHG,0,High Buy Box,793,1058,1.01,8,450.83,63.59
2023-03-01,B0HYAD6AHG,0,Low Buy Box,1082,1520,0.74,8,323.78,48.82
2023-04-01,B0HYAD6AHG,0,High Buy Box,1070,1567,0.93,10,460.71,47.85
2023-05-01,B0HYAD6AHG,0,Low Buy Box,1138,1578,1.14,13,486.78,32.18
2023-06-01,B0HYAD6AHG,0,High Buy Box,1346,1461,2.15,29,1448.12,46.14
2023-07-01,B0HYAD6AHG,0,Low Buy Box,1076,1208,1.86,20,892.72,16.83
2023-08-01,B0HYAD6AHG,0,Low Buy Box,3260,4778,0.71,23,532.24,55.59
2023-09-01,B0HYAD6AHG,0,High Buy Box,441,605,1.13,5,136.67,49.78
2023-10-01,B0HYAD6AHG,0,High Buy Box,1187,1554,0.08,1,25.38,33.16
2023-11-01,B0HYAD6AHG,0,Low Buy Box,791,1110,2.02,16,545.92,42.48
2023-12-01,B0HYAD6AHG,0,High Buy Box,1460,1812,3.29,48,1601.66,87.42
2024-01-01,B0HYAD6AHG,0,Low Buy Box,12263,18219,0.01,1,36.27,45.95
2022-04-01,B09WA6FDV4,0,High Buy Box,2319,2775,0.43,10,163.47,54.66
2022-05-01,B09WA6FDV4,0,High Buy Box,327,449,0.61,2,53.48,35.08
2022-06-01,B09WA6FDV4,0,High Buy Box,2491,3152,0.6,15,685.57,11.78
2022-07-01,B09WA6FDV4,0,Low Buy Box,2264,2927,7.2,163,3233.15,47.18
2022-08-01,B09WA6FDV4,0,Low Buy Box,628,882,2.39,15,465.76,46.19
2022-09-01,B09WA6FDV4,0,Low Buy Box,819,909,4.27,35,624.44,6.18
2022-10-01,B09WA6FDV4,0,Low Buy Box,2293,2536,0.09,2,92.83,50.52
2022-11-01,B09WA6FDV4,0,Low Buy Box,1552,2045,0.84,13,603.35,62.0
2022-12-01,B09WA6FDV4,0,High Buy Box,4861,7166,0.53,26,1121.35,27.68
2023-01-01,B09WA6FDV4,0,Low Buy Box,965,1322,1.04,10,182.3,36.76
2023-02-01,B09WA6FDV4,0,Low Buy Box,4757,6259,0.69,33,777.06,13.42
2023-03-01,B09WA6FDV4,0,High Buy Box,5904,8665,0.07,4,189.43,40.68
2023-04-01,B09WA6FDV4,0,Low Buy Box,4092,4717,0.2,8,129.05,8.81
2023-05-01,B09WA6FDV4,0,Low Buy Box,475,687,0.63,3,49.54,91.99
2023-06-01,B09WA6FDV4,0,Low Buy Box,833,1177,6.48,54,1716.57,15.84
2023-07-01,B09WA6FDV4,0,Low Buy Box,4978,6869,0.2,10,319.64,37.77
2023-08-01,B09WA6FDV4,0,Low Buy Box,280,416,1.43,4,101.62,82.95
2023-09-01,B09WA6FDV4,0,Low Buy Box,11,13,400.0,44,936.78,54.93
2023-10-01,B09WA6FDV4,0,High Buy Box,507,768,0.99,5,112.33,39.28
2023-11-01,B09WA6FDV4,0,Low Buy Box,2594,3276,0.5,13,216.03,72.16
2023-12-01,B09WA6FDV4,0,Low Buy Box,2130,2440,0.0,0,0.0,37.76
2024-01-01,B09WA6FDV4,0,High Buy Box,6109,6929,0.13,8,363.23,56.43
2022-04-01,B0S3QNLTB8,0,Low Buy Box,418,509,3.35,14,338.98,45.9
2022-05-01,B0S3QNLTB8,0,High Buy Box,5419,7841,0.3,16,354.43,42.95
2022-06-01,B0S3QNLTB8,0,High Buy Box,504,652,4.76,24,764.33,25.58
2022-07-01,B0S3QNLTB8,0,Low Buy Box,1057,1207,4.26,45,774.99,79.27
2022-08-01,B0S3QNLTB8,0,Low Buy Box,1830,2542,1.75,32,1235.23,65.12
2022-09-01,B0S3QNLTB8,0,Low Buy Box,280,365,8.93,25,635.26,31.74
2022-10-01,B0S3QNLTB8,0,Low Buy Box,3340,4951,0.15,5,168.04,29.25
2022-11-01,B0S3QNLTB8,0,Low Buy Box,219,273,11.42,25,1366.0,71.01
2022-12-01,B0S3QNLTB8,0,Low Buy Box,3295,3902,1.34,44,1395.48,46.12
2023-01-01,B0S3QNLTB8,0,Low Buy Box,1873,2328,1.76,33,1766.78,46.14
2023-02-01,B0S3QNLTB8,0,High Buy Box,2193,3317,0.87,19,793.6,24.3
2023-03-01,B0S3QNLTB8,0,Low Buy Box,2938,4318,0.71,21,1188.29,1.0
2023-04-01,B0S3QNLTB8,0,Low Buy Box,42,56,128.57,54,1894.74,26.3
2023-05-01,B0S3QNLTB8,0,Low Buy Box,5440,5948,0.0,0,0.0,77.48
2023-06-01,B0S3QNLTB8,0,Low Buy Box,379,424,5.28,20,717.85,22.22
2023-07-01,B0S3QNLTB8,0,High Buy Box,389,515,4.37,17,583.58,44.17
2023-08-01,B0S3QNLTB8,0,High Buy Box,4258,4541,0.7,30,660.52,5.79
2023-09-01,B0S3QNLTB8,0,High Buy Box,123,155,8.94,11,208.35,38.02
2023-10-01,B0S3QNLTB8,0,Low Buy Box,2210,2350,0.36,8,351.68,59.66
2023-11-01,B0S3QNLTB8,0,High Buy Box,286,412,0.0,0,0.0,12.35
2023-12-01,B0S3QNLTB8,0,Low Buy Box,4850,5408,0.23,11,303.99,25.22
2024-01-01,B0S3QNLTB8,0,Low Buy Box,61,72,16.39,10,453.93,50.25
2022-04-01,B097QADF29,0,High Buy Box,5520,7050,0.49,27,678.8,69.02
2022-05-01,B097QADF29,0,Low Buy Box,864,1033,3.01,26,1155.69,74.6
2022-06-01,B097QADF29,0,Low Buy Box,1614,2188,1.55,25,1070.55,38.94
2022-07-01,B097QADF29,0,High Buy Box,1347,1932,0.22,3,55.26,42.43
2022-08-01,B097QADF29,0,Low Buy Box,266,297,5.26,14,279.51,14.09
2022-09-01,B097QADF29,0,Low Buy Box,583,659,3.77,22,859.02,51.86
2022-10-01,B097QADF29,0,Low Buy Box,2725,2941,1.58,43,1370.55,83.16
2022-11-01,B097QADF29,0,Low Buy Box,1986,2307,1.66,33,1568.11,66.8
2022-12-01,B097QADF29,0,Low Buy Box,3197,4665,0.22,7,410.24,41.83
2023-01-01,B097QADF29,0,Low Buy Box,3158,3327,0.09,3,104.29,9.23
2023-02-01,B097QADF29,0,Low Buy Box,6716,10344,0.25,17,510.49,90.81
2023-03-01,B097QADF29,0,Low Buy Box,175,230,13.14,23,821.75,35.34
2023-04-01,B097QADF29,0,High Buy Box,5291,6809,0.77,41,1560.19,22.82
2023-05-01,B097QADF29,0,High Buy Box,1873,2071,0.21,4,104.74,52.42
2023-06-01,B097QADF29,0,Low Buy Box,9777,14685,0.13,13,641.09,48.16
2023-07-01,B097QADF29,0,High Buy Box,1468,1768,3.47,51,1141.34,62.16
2023-08-01,B097QADF29,0,Low Buy Box,1544,1710,0.26,4,140.93,67.07
2023-09-01,B097QADF29,0,Low Buy Box,76,105,46.05,35,579.85,56.06
2023-10-01,B097QADF29,0,Low Buy Box,1248,1775,0.48,6,262.25,49.01
2023-11-01,B097QADF29,0,Low Buy Box,358,427,4.75,17,385.09,62.6
2023-12-01,B097QADF29,0,Low Buy Box,2370,2507,1.48,35,1683.4,32.2
2024-01-01,B097QADF29,0,Low Buy Box,90,129,23.33,21,657.9,4.15
2022-04-01,B0ZVKJBDE3,1,Low Buy Box,749,974,3.07,23,1230.1,33.05
2022-05-01,B0ZVKJBDE3,1,High Buy Box,4778,6042,0.15,7,240.55,60.34
2022-06-01,B0ZVKJBDE3,1,Low Buy Box,167,187,10.18,17,1016.17,21.61
2022-07-01,B0ZVKJBDE3,1,Low Buy Box,3725,5644,0.56,21,1115.98,50.55
2022-08-01,B0ZVKJBDE3,1,High Buy Box,5099,5598,0.04,2,71.73,29.55
2022-09-01,B0ZVKJBDE3,1,High Buy Box,2145,2940,0.75,16,319.17,65.94
2022-10-01,B0ZVKJBDE3,1,High Buy Box,2038,2624,1.08,22,568.14,34.71
2022-11-01,B0ZVKJBDE3,1,High Buy Box,1159,1387,0.26,3,100.11,72.31
2022-12-01,B0ZVKJBDE3,1,High Buy Box,282,337,2.48,7,307.14,51.66
2023-01-01,B0ZVKJBDE3,1,Low Buy Box,4403,5186,0.07,3,73.11,19.4
2023-02-01,B0ZVKJBDE3,1,Low Buy Box,3201,4491,0.06,2,73.29,2.56
2023-03-01,B0ZVKJBDE3,1,Low Buy Box,1483,1690,1.42,21,391.42,38.47
2023-04-01,B0ZVKJBDE3,1,Low Buy Box,2289,2811,0.74,17,412.49,52.13
2023-05-01,B0ZVKJBDE3,1,Low Buy Box,1607,2390,0.06,1,34.39,33.25
2023-06-01,B0ZVKJBDE3,1,Low Buy Box,2112,2315,1.56,33,639.74,16.75
2023-07-01,B0ZVKJBDE3,1,Low Buy Box,546,721,4.76,26,1432.93,51.56
2023-08-01,B0ZVKJBDE3,1,High Buy Box,2464,3714,0.49,12,308.95,65.62
2023-09-01,B0ZVKJBDE3,1,High Buy Box,1551,1815,3.16,49,2610.4,38.25
2023-10-01,B0ZVKJBDE3,1,Low Buy Box,2421,3283,0.21,5,136.52,35.01
2023-11-01,B0ZVKJBDE3,1,Low Buy Box,1521,1634,2.83,43,663.46,69.73
2023-12-01,B0ZVKJBDE3,1,High Buy Box,459,502,2.61,12,445.75,51.72
2024-01-01,B0ZVKJBDE3,1,Low Buy Box,3339,4159,0.06,2,60.85,55.18
2022-04-01,B0Q9EN053A,0,Low Buy Box,1410,1972,2.84,40,2308.73,50.33
2022-05-01,B0Q9EN053A,0,Low Buy Box,298,320,8.72,26,1125.78,93.46
2022-06-01,B0Q9EN053A,0,Low Buy Box,3104,4149,0.06,2,121.85,82.09
2022-07-01,B0Q9EN053A,0,Low Buy Box,4704,6228,0.11,5,260.88,53.33
2022-08-01,B0Q9EN053A,0,High Buy Box,1613,1727,1.43,23,1130.86,55.07
2022-09-01,B0Q9EN053A,0,High Buy Box,924,1129,3.79,35,1914.53,34.26
2022-10-01,B0Q9EN053A,0,High Buy Box,9643,14521,0.26,25,671.25,27.11
2022-11-01,B0Q9EN053A,0,High Buy Box,10042,12405,0.49,49,1253.77,56.08
2022-12-01,B0Q9EN053A,0,High Buy Box,3063,4033,0.39,12,219.55,23.23
2023-01-01,B0Q9EN053A,0,High Buy Box,875,1036,1.26,11,309.55,89.23
2023-02-01,B0Q9EN053A,0,Low Buy Box,8989,10513,0.06,5,254.49,65.98
2023-03-01,B0Q9EN053A,0,High Buy Box,615,746,1.14,7,410.34,56.66
2023-04-01,B0Q9EN053A,0,High Buy Box,347,465,6.34,22,850.39,13.78
2023-05-01,B0Q9EN053A,0,High Buy Box,1357,1538,0.29,4,95.72,80.12
2023-06-01,B0Q9EN053A,0,Low Buy Box,873,1153,0.23,2,33.45,66.99
2023-07-01,B0Q9EN053A,0,Low Buy Box,1716,2141,2.33,40,645.07,85.58
2023-08-01,B0Q9EN053A,0,High Buy Box,767,1010,1.56,12,378.75,33.2
2023-09-01,B0Q9EN053A,0,Low Buy Box,2418,3494,0.41,10,527.09,49.23
2023-10-01,B0Q9EN053A,0,High Buy Box,4456,4871,0.36,16,748.72,44.26
2023-11-01,B0Q9EN053A,0,High Buy Box,888,1343,0.68,6,219.76,69.99
2023-12-01,B0Q9EN053A,0,Low Buy Box,2577,3816,0.0,0,0.0,69.97
2024-01-01,B0Q9EN053A,0,Low Buy Box,2718,3507,1.03,28,1104.11,-4.31
2022-04-01,B0JMW0H0G2,1,Low Buy Box,536,700,13.43,72,1228.74,50.63
2022-05-01,B0JMW0H0G2,1,Low Buy Box,317,456,0.0,0,0.0,50.09
2022-06-01,B0JMW0H0G2,1,Low Buy Box,442,657,13.35,59,2938.73,35.66
2022-07-01,B0JMW0H0G2,1,High Buy Box,2306,3384,0.3,7,212.68,49.0
2022-08-01,B0JMW0H0G2,1,Low Buy Box,1053,1241,3.04,32,1558.78,47.7
2022-09-01,B0JMW0H0G2,1,High Buy Box,4642,5103,0.26,12,365.42,62.45
2022-10-01,B0JMW0H0G2,1,High Buy Box,3337,4143,0.72,24,917.82,58.29
2022-11-01,B0JMW0H0G2,1,Low Buy Box,950,1348,1.47,14,710.67,77.59
2022-12-01,B0JMW0H0G2,1,Low Buy Box,332,456,4.22,14,360.67,70.45
2023-01-01,B0JMW0H0G2,1,Low Buy Box,512,564,2.15,11,232.36,41.23
2023-02-01,B0JMW0H0G2,1,Low Buy Box,6147,9275,0.05,3,41.78,45.41
2023-03-01,B0JMW0H0G2,1,High Buy Box,8887,12712,0.15,13,493.27,29.57
2023-04-01,B0JMW0H0G2,1,High Buy Box,3678,4510,0.11,4,164.7,22.07
2023-05-01,B0JMW0H0G2,1,Low Buy Box,688,824,0.58,4,95.78,46.5
2023-06-01,B0JMW0H0G2,1,Low Buy Box,3006,4475,0.3,9,479.22,61.91
2023-07-01,B0JMW0H0G2,1,Low Buy Box,2986,3931,0.3,9,555.33,98.1
2023-08-01,B0JMW0H0G2,1,Low Buy Box,2302,3146,0.74,17,813.96,46.2
2023-09-01,B0JMW0H0G2,1,Low Buy Box,1139,1240,1.32,15,575.73,50.1
2023-10-01,B0JMW0H0G2,1,Low Buy Box,1114,1617,0.72,8,267.93,34.79
2023-11-01,B0JMW0H0G2,1,Low Buy Box,1074,1517,5.49,59,1174.25,40.9
2023-12-01,B0JMW0H0G2,1,Low Buy Box,93,136,23.66,22,1129.95,0.42
2024-01-01,B0JMW0H0G2,1,Low Buy Box,2151,2718,3.02,65,1164.55,39.47
2022-04-01,B08GTF7FJB,0,Low Buy Box,197,256,3.05,6,128.73,54.46
2022-05-01,B08GTF7FJB,0,High Buy Box,178,221,5.62,10,297.59,32.89
2022-06-01,B08GTF7FJB,0,Low Buy Box,3210,4082,0.37,12,421.92,73.68
2022-07-01,B08GTF7FJB,0,Low Buy Box,486,732,10.08,49,2619.07,75.15
2022-08-01,B08GTF7FJB,0,High Buy Box,643,818,5.44,35,889.64,63.59
2022-09-01,B08GTF7FJB,0,Low Buy Box,768,1011,2.47,19,832.65,61.79
2022-10-01,B08GTF7FJB,0,Low Buy Box,581,798,1.2,7,233.13,83.64
2022-11-01,B08GTF7FJB,0,Low Buy Box,343,475,11.95,41,845.43,61.66
2022-12-01,B08GTF7FJB,0,Low Buy Box,856,1078,1.99,17,551.59,88.72
2023-01-01,B08GTF7FJB,0,Low Buy Box,2934,4146,0.07,2,71.63,30.38
2023-02-01,B08GTF7FJB,0,Low Buy Box,1684,2599,0.65,11,355.11,29.84
2023-03-01,B08GTF7FJB,0,Low Buy Box,95,138,10.53,10,478.73,66.0
2023-04-01,B08GTF7FJB,0,High Buy Box,108,152,2.78,3,31.16,5.58
2023-05-01,B08GTF7FJB,0,High Buy Box,3582,4953,0.06,2,68.74,73.88
2023-06-01,B08GTF7FJB,0,Low Buy Box,3464,5009,0.03,1,54.35,61.55
2023-07-01,B08GTF7FJB,0,Low Buy Box,1434,1986,1.74,25,393.87,55.3
2023-08-01,B08GTF7FJB,0,Low Buy Box,2566,3840,0.62,16,649.65,62.8
2023-09-01,B08GTF7FJB,0,Low Buy Box,2167,2406,0.05,1,57.04,41.28
2023-10-01,B08GTF7FJB,0,High Buy Box,293,424,12.63,37,1804.23,91.24
2023-11-01,B08GTF7FJB,0,Low Buy Box,2980,3936,0.23,7,201.36,36.7
2023-12-01,B08GTF7FJB,0,Low Buy Box,3402,4415,0.76,26,1279.88,66.47
2024-01-01,B08GTF7FJB,0,Low Buy Box,599,769,2.5,15,671.77,55.07
2022-04-01,B0284CWC2M,1,Low Buy Box,2059,2928,1.12,23,950.61,47.78
2022-05-01,B0284CWC2M,1,High Buy Box,352,503,8.24,29,450.32,67.66
2022-06-01,B0284CWC2M,1,Low Buy Box,904,1019,1.99,18,576.98,66.32
2022-07-01,B0284CWC2M,1,Low Buy Box,409,546,1.96,8,189.94,81.31
2022-08-01,B0284CWC2M,1,High Buy Box,2955,3617,0.07,2,62.03,79.8
2022-09-01,B0284CWC2M,1,High Buy Box,3149,4503,0.48,15,690.82,77.17
2022-10-01,B0284CWC2M,1,Low Buy Box,696,831,0.29,2,23.11,92.47
2022-11-01,B0284CWC2M,1,Low Buy Box,2211,3050,1.0,22,848.77,28.72
2022-12-01,B0284CWC2M,1,Low Buy Box,2620,3132,0.65,17,610.89,53.05
2023-01-01,B0284CWC2M,1,Low Buy Box,83,95,37.35,31,941.37,20.09
2023-02-01,B0284CWC2M,1,Low Buy Box,248,280,10.08,25,845.47,50.38
2023-03-01,B0284CWC2M,1,Low Buy Box,2242,2680,1.29,29,617.75,77.14
2023-04-01,B0284CWC2M,1,Low Buy Box,1632,1847,0.18,3,110.69,33.31
2023-05-01,B0284CWC2M,1,Low Buy Box,2497,3600,1.2,30,634.63,54.24
2023-06-01,B0284CWC2M,1,High Buy Box,960,1283,1.25,12,738.96,19.07
2023-07-01,B0284CWC2M,1,High Buy Box,5236,6836,0.5,26,1084.0,56.39
2023-08-01,B0284CWC2M,1,High Buy Box,1597,2209,4.82,77,1104.5,61.63
2023-09-01,B0284CWC2M,1,Low Buy Box,232,331,17.67,41,845.23,73.41
2023-10-01,B0284CWC2M,1,Low Buy Box,1403,1994,1.14,16,933.72,14.34
2023-11-01,B0284CWC2M,1,High Buy Box,1020,1569,3.73,38,913.93,33.64
2023-12-01,B0284CWC2M,1,High Buy Box,3605,4662,0.11,4,230.94,54.08
2024-01-01,B0284CWC2M,1,Low Buy Box,793,1125,5.55,44,1034.64,54.73
2022-04-01,B02QKHW3CG,0,Low Buy Box,1408,2029,1.92,27,1383.56,31.75
2022-05-01,B02QKHW3CG,0,Low Buy Box,1174,1524,0.51,6,207.57,41.05
2022-06-01,B02QKHW3CG,0,High Buy Box,7044,7898,0.18,13,338.15,0.63
2022-07-01,B02QKHW3CG,0,Low Buy Box,4173,6287,0.86,36,1824.39,61.91
2022-08-01,B02QKHW3CG,0,Low Buy Box,702,766,3.13,22,577.32,32.31
2022-09-01,B02QKHW3CG,0,High Buy Box,1555,1922,1.03,16,376.32,52.81
2022-10-01,B02QKHW3CG,0,Low Buy Box,402,506,4.23,17,466.59,44.86
2022-11-01,B02QKHW3CG,0,Low Buy Box,1644,2071,1.03,17,559.19,42.31
2022-12-01,B02QKHW3CG,0,Low Buy Box,343,478,13.41,46,1838.51,54.98
2023-01-01,B02QKHW3CG,0,Low Buy Box,3101,4442,0.58,18,869.03,56.42
2023-02-01,B02QKHW3CG,0,Low Buy Box,628,790,6.85,43,2614.7,53.29
2023-03-01,B02QKHW3CG,0,High Buy Box,972,1257,1.85,18,794.49,37.44
2023-04-01,B02QKHW3CG,0,Low Buy Box,3692,4757,0.35,13,568.67,63.38
2023-05-01,B02QKHW3CG,0,Low Buy Box,684,866,6.14,42,1417.94,54.82
2023-06-01,B02QKHW3CG,0,High Buy Box,3298,4866,0.3,10,420.11,91.48
2023-07-01,B02QKHW3CG,0,Low Buy Box,1017,1227,1.77,18,854.61,44.92
2023-08-01,B02QKHW3CG,0,Low Buy Box,1419,1657,1.06,15,295.18,76.79
2023-09-01,B02QKHW3CG,0,High Buy Box,4839,7287,0.35,17,589.39,29.16
2023-10-01,B02QKHW3CG,0,High Buy Box,817,1030,1.84,15,688.22,31.34
2023-11-01,B02QKHW3CG,0,Low Buy Box,620,918,0.32,2,94.75,44.11
2023-12-01,B02QKHW3CG,0,Low Buy Box,614,683,9.61,59,1814.57,60.62
2024-01-01,B02QKHW3CG,0,Low Buy Box,2832,4006,1.77,50,2185.45,53.23
2022-04-01,B0LCT6V83Y,0,High Buy Box,835,933,7.31,61,1085.21,69.03
2022-05-01,B0LCT6V83Y,0,High Buy Box,5791,8329,0.05,3,157.39,19.25
2022-06-01,B0LCT6V83Y,0,High Buy Box,3713,4198,0.46,17,974.57,72.39
2022-07-01,B0LCT6V83Y,0,High Buy Box,473,673,1.48,7,120.52,8.24
2022-08-01,B0LCT6V83Y,0,Low Buy Box,1374,1485,2.47,34,1435.74,39.36
2022-09-01,B0LCT6V83Y,0,Low Buy Box,1969,2413,0.46,9,172.04,71.06
2022-10-01,B0LCT6V83Y,0,Low Buy Box,1299,1680,1.77,23,921.76,44.37
2022-11-01,B0LCT6V83Y,0,High Buy Box,713,832,0.42,3,93.72,66.11
2022-12-01,B0LCT6V83Y,0,Low Buy Box,2131,3118,1.88,40,611.6,84.22
2023-01-01,B0LCT6V83Y,0,Low Buy Box,2371,3210,0.04,1,16.86,45.65
2023-02-01,B0LCT6V83Y,0,Low Buy Box,1498,1906,3.27,49,2549.22,22.35
2023-03-01,B0LCT6V83Y,0,Low Buy Box,3773,5243,0.64,24,1097.39,60.61
2023-04-01,B0LCT6V83Y,0,Low Buy Box,337,361,3.56,12,263.61,17.07
2023-05-01,B0LCT6V83Y,0,Low Buy Box,4162,5665,0.84,35,1484.53,40.78
2023-06-01,B0LCT6V83Y,0,High Buy Box,2185,2560,0.78,17,343.74,32.41
2023-07-01,B0LCT6V83Y,0,Low Buy Box,2225,2743,0.81,18,796.93,61.27
2023-08-01,B0LCT6V83Y,0,Low Buy Box,2509,3012,1.12,28,794.97,0.23
2023-09-01,B0LCT6V83Y,0,Low Buy Box,1756,2563,1.08,19,826.72,32.4
2023-10-01,B0LCT6V83Y,0,High Buy Box,928,1196,1.4,13,337.88,69.75
2023-11-01,B0LCT6V83Y,0,High Buy Box,2958,3296,0.07,2,61.18,-1.62
2023-12-01,B0LCT6V83Y,0,Low Buy Box,2884,4153,0.83,24,752.74,30.7
2024-01-01,B0LCT6V83Y,0,High Buy Box,136,171,72.06,98,3315.8,47.05
2022-04-01,B0BNZV8VW5,0,Low Buy Box,2866,3172,0.35,10,482.4,24.14
2022-05-01,B0BNZV8VW5,0,High Buy Box,478,697,2.93,14,672.32,27.34
2022-06-01,B0BNZV8VW5,0,Low Buy Box,1665,2366,0.42,7,279.04,35.1
2022-07-01,B0BNZV8VW5,0,Low Buy Box,359,542,1.95,7,269.17,9.32
2022-08-01,B0BNZV8VW5,0,Low Buy Box,1668,2383,0.54,9,276.71,45.45
2022-09-01,B0BNZV8VW5,0,Low Buy Box,1433,1846,1.47,21,376.48,41.56
2022-10-01,B0BNZV8VW5,0,Low Buy Box,666,958,0.6,4,80.98,43.42
2022-11-01,B0BNZV8VW5,0,Low Buy Box,3126,4495,0.03,1,22.39,30.43
2022-12-01,B0BNZV8VW5,0,Low Buy Box,3091,4015,0.32,10,404.38,81.08
2023-01-01,B0BNZV8VW5,0,Low Buy Box,2252,2490,0.13,3,60.81,59.51
2023-02-01,B0BNZV8VW5,0,Low Buy Box,2471,2673,0.53,13,596.19,82.33
2023-03-01,B0BNZV8VW5,0,Low Buy Box,2585,2910,0.27,7,137.07,36.49
2023-04-01,B0BNZV8VW5,0,High Buy Box,827,1063,0.73,6,290.1,39.78
2023-05-01,B0BNZV8VW5,0,High Buy Box,10724,15903,0.07,7,153.82,71.18
2023-06-01,B0BNZV8VW5,0,Low Buy Box,313,353,14.06,44,1942.16,50.22
2023-07-01,B0BNZV8VW5,0,Low Buy Box,368,526,6.25,23,701.33,55.06
2023-08-01,B0BNZV8VW5,0,High Buy Box,910,1181,2.75,25,595.26,47.19
2023-09-01,B0BNZV8VW5,0,Low Buy Box,603,814,5.97,36,728.49,38.49
2023-10-01,B0BNZV8VW5,0,Low Buy Box,4031,6007,0.5,20,610.47,11.15
2023-11-01,B0BNZV8VW5,0,Low Buy Box,565,623,3.72,21,334.66,65.83
2023-12-01,B0BNZV8VW5,0,High Buy Box,918,1119,8.28,76,3754.63,60.88
2024-01-01,B0BNZV8VW5,0,Low Buy Box,719,950,3.34,24,471.63,33.96
2022-04-01,B0B7K3YFPD,0,High Buy Box,1000,1080,1.3,13,666.3,33.9
2022-05-01,B0B7K3YFPD,0,Low Buy Box,1267,1732,4.03,51,2597.91,15.76
2022-06-01,B0B7K3YFPD,0,High Buy Box,742,782,1.35,10,242.93,56.7
2022-07-01,B0B7K3YFPD,0,Low Buy Box,325,477,5.54,18,434.81,55.09
2022-08-01,B0B7K3YFPD,0,Low Buy Box,1937,2459,0.46,9,341.57,61.23
