report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2023-02-01,B01VBSN1GN,0,1902,2466,4.26,81,2028.53,0.16,B2C,Low Buy Box
2023-03-01,B01VBSN1GN,0,2382,3508,0.25,6,297.2,55.64,B2C,Low Buy Box
2023-04-01,B01VBSN1GN,0,385,504,4.42,17,274.05,9.31,B2C,Low Buy Box
2023-05-01,B01VBSN1GN,0,4579,5232,0.33,15,706.68,-3.48,B2C,High Buy Box
2023-06-01,B01VBSN1GN,0,3470,5318,0.2,7,409.56,46.03,B2C,Low Buy Box
2023-07-01,B01VBSN1GN,0,4162,5250,0.02,1,58.93,80.94,B2C,Low Buy Box
2023-08-01,B01VBSN1GN,0,623,703,0.8,5,177.98,9.4,B2C,Low Buy Box
2023-09-01,B01VBSN1GN,0,1423,1802,0.07,1,48.74,53.87,B2C,Low Buy Box
2023-10-01,B01VBSN1GN,0,975,1288,7.59,74,2404.67,1.75,B2C,Low Buy Box
2023-11-01,B01VBSN1GN,0,2100,2901,2.24,47,2439.98,26.62,B2C,Low Buy Box
2023-12-01,B01VBSN1GN,0,2458,3479,0.16,4,223.96,92.8,B2C,Low Buy Box
2024-01-01,B01VBSN1GN,0,3598,4507,0.5,18,919.81,56.41,B2C,High Buy Box
2022-04-01,B05G34JWDR,0,6143,7268,0.65,40,2120.51,15.1,B2C,Low Buy Box
2022-05-01,B05G34JWDR,0,5143,7841,0.08,4,177.24,99.65,B2C,Low Buy Box
2022-06-01,B05G34JWDR,0,1415,1852,1.27,18,386.63,73.12,B2C,Low Buy Box
2022-07-01,B05G34JWDR,0,2033,2774,1.52,31,1847.24,28.47,B2C,Low Buy Box
2022-08-01,B05G34JWDR,0,227,323,3.96,9,248.78,-2.13,B2C,Low Buy Box
2022-09-01,B05G34JWDR,0,60,67,16.67,10,158.15,48.02,B2C,Low Buy Box
2022-10-01,B05G34JWDR,0,1119,1208,0.45,5,88.52,99.76,B2C,Low Buy Box
2022-11-01,B05G34JWDR,0,4293,6507,0.56,24,1005.0,79.96,B2C,Low Buy Box
2022-12-01,B05G34JWDR,0,2374,3553,1.98,47,1915.81,69.34,B2C,Low Buy Box
2023-01-01,B05G34JWDR,0,2342,3171,0.81,19,990.67,25.46,B2C,Low Buy Box
2023-02-01,B05G34JWDR,0,747,893,0.54,4,177.74,22.6,B2C,Low Buy Box
2023-03-01,B05G34JWDR,0,656,960,3.81,25,862.75,-5.55,B2C,Low Buy Box
2023-04-01,B05G34JWDR,0,2078,2616,0.24,5,169.94,3.34,B2C,Low Buy Box
2023-05-01,B05G34JWDR,0,7662,10003,0.0,0,0.0,91.09,B2C,High Buy Box
2023-06-01,B05G34JWDR,0,388,440,3.09,12,349.65,49.02,B2C,Low Buy Box
2023-07-01,B05G34JWDR,0,4286,4649,0.49,21,1278.78,18.84,B2C,Low Buy Box
2023-08-01,B05G34JWDR,0,950,1314,0.84,8,254.53,83.81,B2C,Low Buy Box
2023-09-01,B05G34JWDR,0,3085,3649,0.19,6,148.25,91.85,B2C,High Buy Box
2023-10-01,B05G34JWDR,0,700,971,2.86,20,1045.72,-1.22,B2C,Low Buy Box
2023-11-01,B05G34JWDR,0,133,145,2.26,3,183.01,54.27,B2C,Low Buy Box
2023-12-01,B05G34JWDR,0,672,850,2.53,17,622.06,78.52,B2C,Low Buy Box
2024-01-01,B05G34JWDR,0,405,606,1.23,5,116.48,95.03,B2C,Low Buy Box
2022-04-01,B0FK76Z7MB,0,405,611,1.98,8,127.8,0.94,B2C,Low Buy Box
2022-05-01,B0FK76Z7MB,0,2935,3432,0.0,0,0.0,40.37,B2C,High Buy Box
2022-06-01,B0FK76Z7MB,0,3668,5287,0.33,12,596.53,36.37,B2C,Low Buy Box
2022-07-01,B0FK76Z7MB,0,1004,1231,0.3,3,77.32,51.9,B2C,Low Buy Box
2022-08-01,B0FK76Z7MB,0,5225,6305,0.42,22,1154.3,9.47,B2C,Low Buy Box
2022-09-01,B0FK76Z7MB,0,2608,3271,1.38,36,851.63,39.29,B2C,Low Buy Box
2022-10-01,B0FK76Z7MB,0,546,755,7.88,43,2384.79,27.73,B2C,Low Buy Box
2022-11-01,B0FK76Z7MB,0,2975,4532,0.4,12,453.5,-9.62,B2C,Low Buy Box
2022-12-01,B0FK76Z7MB,0,2071,2495,0.05,1,22.11,8.72,B2C,Low Buy Box
2023-01-01,B0FK76Z7MB,0,1812,2317,0.55,10,584.44,7.86,B2C,Low Buy Box
2023-02-01,B0FK76Z7MB,0,2663,3583,0.23,6,156.75,91.96,B2C,Low Buy Box
2023-03-01,B0FK76Z7MB,0,218,287,8.72,19,412.93,14.53,B2C,Low Buy Box
2023-04-01,B0FK76Z7MB,0,621,653,0.48,3,45.03,18.56,B2C,Low Buy Box
2023-05-01,B0FK76Z7MB,0,1043,1497,0.29,3,56.52,22.55,B2C,Low Buy Box
2023-06-01,B0FK76Z7MB,0,391,566,1.02,4,215.57,26.56,B2C,Low Buy Box
2023-07-01,B0FK76Z7MB,0,602,747,1.33,8,410.35,93.61,B2C,High Buy Box
2023-08-01,B0FK76Z7MB,0,289,328,4.15,12,530.87,39.68,B2C,Low Buy Box
2023-09-01,B0FK76Z7MB,0,420,555,21.67,91,5519.78,94.44,B2C,Low Buy Box
2023-10-01,B0FK76Z7MB,0,1587,2314,0.95,15,533.01,19.6,B2C,Low Buy Box
2023-11-01,B0FK76Z7MB,0,841,967,8.8,74,4034.9,69.57,B2C,Low Buy Box
2023-12-01,B0FK76Z7MB,0,5178,6477,0.25,13,577.72,85.13,B2C,Low Buy Box
2024-01-01,B0FK76Z7MB,0,1384,1736,1.08,15,529.6,-1.66,B2C,Low Buy Box
2022-04-01,B0HYAD6AHG,0,1888,2177,0.11,2,77.45,4.43,B2C,Low Buy Box
2022-05-01,B0HYAD6AHG,0,333,441,9.01,30,764.07,68.31,B2C,Low Buy Box
2022-06-01,B0HYAD6AHG,0,5,5,60.0,3,150.39,42.67,B2C,Low Buy Box
2022-07-01,B0HYAD6AHG,0,5146,7565,0.51,26,784.31,43.2,B2C,Low Buy Box
2022-08-01,B0HYAD6AHG,0,2763,4146,2.68,74,1450.42,4.22,B2C,Low Buy Box
2022-09-01,B0HYAD6AHG,0,1478,1873,2.1,31,1758.35,16.08,B2C,Low Buy Box
2022-10-01,B0HYAD6AHG,0,930,1247,3.12,29,1425.54,70.63,B2C,Low Buy Box
2022-11-01,B0HYAD6AHG,0,1636,2180,0.0,0,0.0,7.74,B2C,Low Buy Box
2022-12-01,B0HYAD6AHG,0,599,653,1.0,6,200.22,15.94,B2C,Low Buy Box
2023-01-01,B0HYAD6AHG,0,1608,1894,0.19,3,173.71,11.4,B2C,Low Buy Box
2023-02-01,B0HYAD6AHG,0,732,985,0.96,7,432.39,72.15,B2C,Low Buy Box
2023-03-01,B0HYAD6AHG,0,1049,1482,0.67,7,309.34,46.3,B2C,Low Buy Box
2023-04-01,B0HYAD6AHG,0,963,1407,1.04,10,460.71,64.36,B2C,Low Buy Box
2023-05-01,B0HYAD6AHG,0,1130,1570,0.8,9,445.78,43.57,B2C,Low Buy Box
2023-06-01,B0HYAD6AHG,0,1269,1370,2.29,29,1448.12,72.29,B2C,Low Buy Box
2023-07-01,B0HYAD6AHG,0,1072,1202,1.87,20,892.72,-4.77,B2C,Low Buy Box
2023-08-01,B0HYAD6AHG,0,3253,4768,0.46,15,413.85,37.78,B2C,Low Buy Box
2023-09-01,B0HYAD6AHG,0,422,585,0.95,4,125.27,28.79,B2C,Low Buy Box
2023-10-01,B0HYAD6AHG,0,1062,1382,0.0,0,0.0,-4.86,B2C,Low Buy Box
2023-11-01,B0HYAD6AHG,0,768,1076,1.82,14,478.38,24.63,B2C,High Buy Box
2023-12-01,B0HYAD6AHG,0,1347,1680,3.56,48,1601.66,91.01,B2C,Low Buy Box
2024-01-01,B0HYAD6AHG,0,12167,18097,0.01,1,36.27,11.86,B2C,Low Buy Box
2022-04-01,B09WA6FDV4,0,2312,2768,0.43,10,163.47,45.55,B2C,Low Buy Box
2022-05-01,B09WA6FDV4,0,317,438,0.63,2,53.48,67.62,B2C,Low Buy Box
2022-06-01,B09WA6FDV4,0,2435,3081,0.62,15,685.57,19.57,B2C,Low Buy Box
2022-07-01,B09WA6FDV4,0,2224,2867,7.19,160,3098.56,75.66,B2C,Low Buy Box
2022-08-01,B09WA6FDV4,0,589,828,1.87,11,353.27,75.76,B2C,Low Buy Box
2022-09-01,B09WA6FDV4,0,801,888,3.62,29,557.51,8.13,B2C,Low Buy Box
2022-10-01,B09WA6FDV4,0,2266,2499,0.09,2,92.83,34.53,B2C,Low Buy Box
2022-11-01,B09WA6FDV4,0,1543,2035,0.78,12,568.29,45.44,B2C,Low Buy Box
2022-12-01,B09WA6FDV4,0,4847,7147,0.54,26,1121.35,3.31,B2C,High Buy Box
2023-01-01,B09WA6FDV4,0,883,1225,1.13,10,182.3,60.24,B2C,Low Buy Box
2023-02-01,B09WA6FDV4,0,4699,6191,0.7,33,777.06,0.99,B2C,Low Buy Box
2023-03-01,B09WA6FDV4,0,5877,8637,0.02,1,59.4,60.56,B2C,Low Buy Box
2023-04-01,B09WA6FDV4,0,4067,4689,0.2,8,129.05,7.86,B2C,Low Buy Box
2023-05-01,B09WA6FDV4,0,385,590,0.78,3,49.54,85.54,B2C,Low Buy Box
2023-06-01,B09WA6FDV4,0,821,1164,5.36,44,1375.57,-8.0,B2C,Low Buy Box
2023-07-01,B09WA6FDV4,0,4928,6809,0.14,7,186.45,44.28,B2C,Low Buy Box
2023-08-01,B09WA6FDV4,0,266,397,0.75,2,41.69,78.82,B2C,Low Buy Box
2023-09-01,B09WA6FDV4,0,7,8,528.57,37,658.72,21.01,B2C,Low Buy Box
2023-10-01,B09WA6FDV4,0,403,613,0.74,3,84.25,40.43,B2C,High Buy Box
2023-11-01,B09WA6FDV4,0,2591,3272,0.35,9,150.88,48.17,B2C,Low Buy Box
2023-12-01,B09WA6FDV4,0,2065,2361,0.0,0,0.0,63.85,B2C,Low Buy Box
2024-01-01,B09WA6FDV4,0,6109,6929,0.07,4,206.05,53.33,B2C,Low Buy Box
2022-04-01,B0S3QNLTB8,0,352,411,3.69,13,306.24,32.32,B2C,Low Buy Box
2022-05-01,B0S3QNLTB8,0,5335,7739,0.07,4,230.68,83.23,B2C,Low Buy Box
2022-06-01,B0S3QNLTB8,0,491,633,4.89,24,764.33,29.54,B2C,Low Buy Box
2022-07-01,B0S3QNLTB8,0,1054,1204,3.89,41,613.39,62.31,B2C,Low Buy Box
2022-08-01,B0S3QNLTB8,0,1796,2492,1.56,28,1166.74,97.2,B2C,High Buy Box
2022-09-01,B0S3QNLTB8,0,269,349,8.92,24,595.06,41.9,B2C,Low Buy Box
2022-10-01,B0S3QNLTB8,0,3325,4929,0.15,5,168.04,-1.76,B2C,Low Buy Box
2022-11-01,B0S3QNLTB8,0,205,255,12.2,25,1366.0,81.47,B2C,Low Buy Box
2022-12-01,B0S3QNLTB8,0,3168,3723,1.29,41,1342.51,55.46,B2C,Low Buy Box
2023-01-01,B0S3QNLTB8,0,1873,2328,1.66,31,1727.6,90.82,B2C,Low Buy Box
2023-02-01,B0S3QNLTB8,0,2189,3312,0.55,12,535.53,0.59,B2C,Low Buy Box
2023-03-01,B0S3QNLTB8,0,2926,4301,0.72,21,1188.29,1.89,B2C,Low Buy Box
2023-04-01,B0S3QNLTB8,0,10,10,500.0,50,1728.68,38.88,B2C,Low Buy Box
2023-05-01,B0S3QNLTB8,0,5335,5799,0.0,0,0.0,75.99,B2C,Low Buy Box
2023-06-01,B0S3QNLTB8,0,367,411,5.18,19,676.86,40.56,B2C,Low Buy Box
2023-07-01,B0S3QNLTB8,0,374,496,4.55,17,583.58,36.12,B2C,Low Buy Box
2023-08-01,B0S3QNLTB8,0,4165,4438,0.7,29,630.96,-9.71,B2C,Low Buy Box
2023-09-01,B0S3QNLTB8,0,56,73,16.07,9,187.59,75.65,B2C,Low Buy Box
2023-10-01,B0S3QNLTB8,0,1980,2080,0.25,5,300.05,62.3,B2C,Low Buy Box
2023-11-01,B0S3QNLTB8,0,278,401,0.0,0,0.0,-6.44,B2C,Low Buy Box
2023-12-01,B0S3QNLTB8,0,4720,5268,0.19,9,217.44,33.42,B2C,Low Buy Box
2024-01-01,B0S3QNLTB8,0,43,46,23.26,10,453.93,67.56,B2C,Low Buy Box
2022-04-01,B097QADF29,0,5508,7032,0.45,25,603.73,87.12,B2C,Low Buy Box
2022-05-01,B097QADF29,0,798,932,3.13,25,1144.88,70.8,B2C,Low Buy Box
2022-06-01,B097QADF29,0,1454,1989,1.38,20,907.82,-9.93,B2C,Low Buy Box
2022-07-01,B097QADF29,0,1220,1767,0.25,3,55.26,5.17,B2C,High Buy Box
2022-08-01,B097QADF29,0,217,245,3.23,7,143.41,17.5,B2C,Low Buy Box
2022-09-01,B097QADF29,0,548,607,4.01,22,859.02,40.22,B2C,Low Buy Box
2022-10-01,B097QADF29,0,2723,2939,1.54,42,1332.97,68.66,B2C,Low Buy Box
2022-11-01,B097QADF29,0,1973,2288,1.67,33,1568.11,79.27,B2C,Low Buy Box
2022-12-01,B097QADF29,0,3155,4601,0.19,6,370.78,6.61,B2C,Low Buy Box
2023-01-01,B097QADF29,0,3112,3273,0.06,2,92.63,12.29,B2C,Low Buy Box
2023-02-01,B097QADF29,0,6691,10307,0.19,13,425.15,92.3,B2C,Low Buy Box
2023-03-01,B097QADF29,0,109,139,20.18,22,782.87,23.32,B2C,Low Buy Box
2023-04-01,B097QADF29,0,5190,6693,0.69,36,1362.84,8.28,B2C,High Buy Box
2023-05-01,B097QADF29,0,1846,2036,0.11,2,76.55,92.57,B2C,Low Buy Box
2023-06-01,B097QADF29,0,9754,14660,0.11,11,560.54,41.43,B2C,Low Buy Box
2023-07-01,B097QADF29,0,1463,1762,2.46,36,962.33,80.96,B2C,Low Buy Box
2023-08-01,B097QADF29,0,1517,1675,0.07,1,26.27,57.87,B2C,Low Buy Box
2023-09-01,B097QADF29,0,42,62,83.33,35,579.85,52.98,B2C,Low Buy Box
2023-10-01,B097QADF29,0,1201,1716,0.5,6,262.25,76.09,B2C,Low Buy Box
2023-11-01,B097QADF29,0,306,357,4.58,14,295.52,60.63,B2C,Low Buy Box
2023-12-01,B097QADF29,0,2251,2369,1.11,25,1520.44,23.1,B2C,Low Buy Box
2024-01-01,B097QADF29,0,90,129,23.33,21,657.9,-8.26,B2C,Low Buy Box
2022-04-01,B0ZVKJBDE3,1,701,922,3.0,21,1152.62,65.17,B2C,High Buy Box
2022-05-01,B0ZVKJBDE3,1,4768,6029,0.15,7,240.55,49.35,B2C,Low Buy Box
2022-06-01,B0ZVKJBDE3,1,62,72,27.42,17,1016.17,27.5,B2C,High Buy Box
2022-07-01,B0ZVKJBDE3,1,3719,5637,0.48,18,999.77,34.76,B2C,Low Buy Box
2022-08-01,B0ZVKJBDE3,1,5003,5486,0.0,0,0.0,39.78,B2C,Low Buy Box
2022-09-01,B0ZVKJBDE3,1,2119,2911,0.61,13,263.7,47.47,B2C,Low Buy Box
2022-10-01,B0ZVKJBDE3,1,1989,2572,1.11,22,568.14,42.99,B2C,Low Buy Box
2022-11-01,B0ZVKJBDE3,1,982,1160,0.31,3,100.11,56.5,B2C,High Buy Box
2022-12-01,B0ZVKJBDE3,1,235,284,2.13,5,274.78,57.84,B2C,High Buy Box
2023-01-01,B0ZVKJBDE3,1,4340,5113,0.05,2,44.9,2.69,B2C,Low Buy Box
2023-02-01,B0ZVKJBDE3,1,3021,4296,0.03,1,34.21,3.96,B2C,Low Buy Box
2023-03-01,B0ZVKJBDE3,1,1453,1657,1.17,17,269.38,42.17,B2C,Low Buy Box
2023-04-01,B0ZVKJBDE3,1,2217,2728,0.77,17,412.49,87.57,B2C,Low Buy Box
2023-05-01,B0ZVKJBDE3,1,1569,2344,0.06,1,34.39,-7.28,B2C,Low Buy Box
2023-06-01,B0ZVKJBDE3,1,2082,2274,1.49,31,559.8,9.33,B2C,Low Buy Box
2023-07-01,B0ZVKJBDE3,1,482,630,5.19,25,1392.24,61.37,B2C,Low Buy Box
2023-08-01,B0ZVKJBDE3,1,2453,3697,0.16,4,180.45,68.4,B2C,Low Buy Box
2023-09-01,B0ZVKJBDE3,1,1549,1813,2.91,45,2555.04,42.21,B2C,Low Buy Box
2023-10-01,B0ZVKJBDE3,1,2252,3051,0.04,1,61.99,47.84,B2C,Low Buy Box
2023-11-01,B0ZVKJBDE3,1,1512,1622,2.84,43,663.46,64.22,B2C,High Buy Box
2023-12-01,B0ZVKJBDE3,1,441,483,2.27,10,404.44,80.34,B2C,Low Buy Box
2024-01-01,B0ZVKJBDE3,1,3263,4075,0.06,2,60.85,11.23,B2C,Low Buy Box
2022-04-01,B0Q9EN053A,0,1291,1827,2.71,35,2097.29,24.74,B2C,Low Buy Box
2022-05-01,B0Q9EN053A,0,6,7,400.0,24,1075.51,98.51,B2C,Low Buy Box
2022-06-01,B0Q9EN053A,0,3038,4058,0.07,2,121.85,98.97,B2C,Low Buy Box
2022-07-01,B0Q9EN053A,0,4610,6108,0.09,4,228.58,64.96,B2C,Low Buy Box
2022-08-01,B0Q9EN053A,0,1594,1707,1.32,21,1079.48,31.48,B2C,Low Buy Box
2022-09-01,B0Q9EN053A,0,921,1126,3.47,32,1814.35,31.03,B2C,High Buy Box
2022-10-01,B0Q9EN053A,0,9620,14488,0.26,25,671.25,12.03,B2C,Low Buy Box
2022-11-01,B0Q9EN053A,0,9980,12325,0.32,32,895.73,64.43,B2C,Low Buy Box
2022-12-01,B0Q9EN053A,0,3035,3992,0.33,10,190.92,29.14,B2C,Low Buy Box
2023-01-01,B0Q9EN053A,0,838,990,1.31,11,309.55,93.93,B2C,Low Buy Box
2023-02-01,B0Q9EN053A,0,8967,10482,0.04,4,231.08,39.78,B2C,Low Buy Box
2023-03-01,B0Q9EN053A,0,533,652,1.31,7,410.34,32.77,B2C,Low Buy Box
2023-04-01,B0Q9EN053A,0,126,153,17.46,22,850.39,-7.62,B2C,Low Buy Box
2023-05-01,B0Q9EN053A,0,1181,1290,0.17,2,61.27,63.6,B2C,Low Buy Box
2023-06-01,B0Q9EN053A,0,759,978,0.13,1,17.6,39.87,B2C,Low Buy Box
2023-07-01,B0Q9EN053A,0,1641,2059,2.25,37,607.31,74.51,B2C,Low Buy Box
2023-08-01,B0Q9EN053A,0,717,956,0.84,6,302.97,40.95,B2C,Low Buy Box
2023-09-01,B0Q9EN053A,0,2376,3433,0.38,9,504.13,64.44,B2C,Low Buy Box
2023-10-01,B0Q9EN053A,0,4402,4791,0.18,8,441.07,13.9,B2C,Low Buy Box
2023-11-01,B0Q9EN053A,0,855,1309,0.58,5,178.66,97.23,B2C,Low Buy Box
2023-12-01,B0Q9EN053A,0,2536,3761,0.0,0,0.0,76.24,B2C,High Buy Box
2024-01-01,B0Q9EN053A,0,2718,3507,0.48,13,684.41,-9.56,B2C,Low Buy Box
2022-04-01,B0JMW0H0G2,1,499,661,13.23,66,967.95,66.1,B2C,Low Buy Box
2022-05-01,B0JMW0H0G2,1,233,358,0.0,0,0.0,70.16,B2C,High Buy Box
2022-06-01,B0JMW0H0G2,1,411,620,14.11,58,2894.91,0.7,B2C,Low Buy Box
2022-07-01,B0JMW0H0G2,1,2102,3159,0.33,7,212.68,87.02,B2C,Low Buy Box
2022-08-01,B0JMW0H0G2,1,1053,1241,2.94,31,1543.67,51.04,B2C,Low Buy Box
2022-09-01,B0JMW0H0G2,1,4627,5084,0.13,6,205.77,43.36,B2C,Low Buy Box
2022-10-01,B0JMW0H0G2,1,3129,3906,0.67,21,835.51,63.64,B2C,Low Buy Box
2022-11-01,B0JMW0H0G2,1,921,1305,1.52,14,710.67,94.03,B2C,Low Buy Box
2022-12-01,B0JMW0H0G2,1,96,140,12.5,12,302.49,74.96,B2C,Low Buy Box
2023-01-01,B0JMW0H0G2,1,374,415,2.67,10,197.07,37.75,B2C,Low Buy Box
2023-02-01,B0JMW0H0G2,1,6139,9266,0.0,0,0.0,56.07,B2C,Low Buy Box
2023-03-01,B0JMW0H0G2,1,8852,12668,0.12,11,411.41,26.5,B2C,Low Buy Box
2023-04-01,B0JMW0H0G2,1,3579,4394,0.03,1,47.13,15.8,B2C,Low Buy Box
2023-05-01,B0JMW0H0G2,1,675,808,0.15,1,44.89,34.63,B2C,Low Buy Box
2023-06-01,B0JMW0H0G2,1,2897,4308,0.28,8,457.95,52.59,B2C,Low Buy Box
2023-07-01,B0JMW0H0G2,1,2953,3896,0.3,9,555.33,96.41,B2C,Low Buy Box
2023-08-01,B0JMW0H0G2,1,2101,2891,0.81,17,813.96,66.31,B2C,Low Buy Box
2023-09-01,B0JMW0H0G2,1,1021,1106,1.18,12,463.35,79.68,B2C,Low Buy Box
2023-10-01,B0JMW0H0G2,1,1079,1575,0.37,4,197.82,-3.87,B2C,Low Buy Box
2023-11-01,B0JMW0H0G2,1,939,1358,5.22,49,739.51,23.41,B2C,High Buy Box
2023-12-01,B0JMW0H0G2,1,52,75,34.62,18,973.14,-1.03,B2C,Low Buy Box
2024-01-01,B0JMW0H0G2,1,1991,2476,3.16,63,1144.42,7.93,B2C,Low Buy Box
2022-04-01,B08GTF7FJB,0,140,177,3.57,5,110.73,33.26,B2C,Low Buy Box
2022-05-01,B08GTF7FJB,0,33,50,12.12,4,88.9,41.34,B2C,Low Buy Box
2022-06-01,B08GTF7FJB,0,3112,3938,0.26,8,299.53,83.19,B2C,Low Buy Box
2022-07-01,B08GTF7FJB,0,326,488,14.42,47,2537.37,69.84,B2C,Low Buy Box
2022-08-01,B08GTF7FJB,0,584,735,5.99,35,889.64,74.89,B2C,Low Buy Box
2022-09-01,B08GTF7FJB,0,761,1002,2.37,18,808.69,99.66,B2C,Low Buy Box
2022-10-01,B08GTF7FJB,0,545,751,1.1,6,209.39,78.44,B2C,Low Buy Box
2022-11-01,B08GTF7FJB,0,276,398,12.68,35,718.42,93.8,B2C,Low Buy Box
2022-12-01,B08GTF7FJB,0,754,921,1.19,9,216.28,82.81,B2C,Low Buy Box
2023-01-01,B08GTF7FJB,0,2855,4051,0.07,2,71.63,23.43,B2C,Low Buy Box
2023-02-01,B08GTF7FJB,0,1655,2561,0.12,2,78.13,28.34,B2C,Low Buy Box
2023-03-01,B08GTF7FJB,0,93,135,10.75,10,478.73,39.87,B2C,Low Buy Box
2023-04-01,B08GTF7FJB,0,90,128,0.0,0,0.0,4.54,B2C,Low Buy Box
2023-05-01,B08GTF7FJB,0,3539,4893,0.06,2,68.74,69.03,B2C,Low Buy Box
2023-06-01,B08GTF7FJB,0,3441,4980,0.03,1,54.35,63.81,B2C,Low Buy Box
2023-07-01,B08GTF7FJB,0,1351,1887,1.78,24,381.91,24.98,B2C,Low Buy Box
2023-08-01,B08GTF7FJB,0,2541,3802,0.51,13,614.24,64.27,B2C,Low Buy Box
2023-09-01,B08GTF7FJB,0,1973,2166,0.05,1,57.04,33.34,B2C,Low Buy Box
2023-10-01,B08GTF7FJB,0,248,358,12.5,31,1576.77,92.41,B2C,Low Buy Box
2023-11-01,B08GTF7FJB,0,2870,3796,0.24,7,201.36,70.69,B2C,Low Buy Box
2023-12-01,B08GTF7FJB,0,3354,4349,0.78,26,1279.88,37.3,B2C,Low Buy Box
2024-01-01,B08GTF7FJB,0,492,620,3.05,15,671.77,26.77,B2C,Low Buy Box
2022-04-01,B0284CWC2M,1,1956,2811,1.12,22,934.73,30.25,B2C,Low Buy Box
2022-05-01,B0284CWC2M,1,342,488,8.19,28,408.53,64.72,B2C,High Buy Box
2022-06-01,B0284CWC2M,1,899,1012,1.0,9,273.8,45.76,B2C,Low Buy Box
2022-07-01,B0284CWC2M,1,363,479,2.2,8,189.94,77.66,B2C,Low Buy Box
2022-08-01,B0284CWC2M,1,2912,3554,0.0,0,0.0,87.42,B2C,Low Buy Box
2022-09-01,B0284CWC2M,1,3138,4490,0.48,15,690.82,57.98,B2C,Low Buy Box
2022-10-01,B0284CWC2M,1,683,818,0.0,0,0.0,89.84,B2C,Low Buy Box
2022-11-01,B0284CWC2M,1,2177,3012,0.46,10,455.14,34.92,B2C,Low Buy Box
2022-12-01,B0284CWC2M,1,2619,3131,0.34,9,304.4,93.8,B2C,High Buy Box
2023-01-01,B0284CWC2M,1,38,43,65.79,25,765.68,-8.23,B2C,Low Buy Box
2023-02-01,B0284CWC2M,1,75,95,28.0,21,751.58,93.91,B2C,Low Buy Box
2023-03-01,B0284CWC2M,1,2239,2676,1.25,28,583.21,80.64,B2C,Low Buy Box
2023-04-01,B0284CWC2M,1,1586,1797,0.19,3,110.69,11.53,B2C,Low Buy Box
2023-05-01,B0284CWC2M,1,2346,3399,1.24,29,606.84,20.73,B2C,Low Buy Box
2023-06-01,B0284CWC2M,1,926,1245,1.3,12,738.96,24.91,B2C,Low Buy Box
2023-07-01,B0284CWC2M,1,5196,6790,0.48,25,1043.68,61.28,B2C,Low Buy Box
2023-08-01,B0284CWC2M,1,1595,2207,4.76,76,1086.09,69.24,B2C,Low Buy Box
2023-09-01,B0284CWC2M,1,208,294,19.71,41,845.23,58.76,B2C,Low Buy Box
2023-10-01,B0284CWC2M,1,1288,1827,1.24,16,933.72,18.62,B2C,Low Buy Box
2023-11-01,B0284CWC2M,1,999,1543,3.8,38,913.93,46.78,B2C,High Buy Box
2023-12-01,B0284CWC2M,1,3509,4517,0.11,4,230.94,56.43,B2C,Low Buy Box
2024-01-01,B0284CWC2M,1,791,1123,5.31,42,998.74,65.42,B2C,Low Buy Box
2022-04-01,B02QKHW3CG,0,1329,1938,2.03,27,1383.56,27.57,B2C,High Buy Box
2022-05-01,B02QKHW3CG,0,1131,1473,0.18,2,120.93,18.35,B2C,Low Buy Box
2022-06-01,B02QKHW3CG,0,6795,7591,0.16,11,282.4,-8.08,B2C,Low Buy Box
2022-07-01,B02QKHW3CG,0,4114,6214,0.75,31,1766.64,49.16,B2C,Low Buy Box
2022-08-01,B02QKHW3CG,0,669,732,3.29,22,577.32,60.28,B2C,Low Buy Box
2022-09-01,B02QKHW3CG,0,1538,1899,0.46,7,106.66,91.7,B2C,Low Buy Box
2022-10-01,B02QKHW3CG,0,374,469,4.55,17,466.59,5.55,B2C,Low Buy Box
2022-11-01,B02QKHW3CG,0,1606,2017,1.06,17,559.19,47.2,B2C,Low Buy Box
2022-12-01,B02QKHW3CG,0,217,291,20.28,44,1787.07,45.11,B2C,Low Buy Box
2023-01-01,B02QKHW3CG,0,2979,4293,0.6,18,869.03,80.95,B2C,Low Buy Box
2023-02-01,B02QKHW3CG,0,254,359,16.54,42,2583.64,98.34,B2C,Low Buy Box
2023-03-01,B02QKHW3CG,0,939,1210,1.81,17,754.34,-6.02,B2C,Low Buy Box
2023-04-01,B02QKHW3CG,0,3601,4617,0.36,13,568.67,33.97,B2C,Low Buy Box
2023-05-01,B02QKHW3CG,0,598,771,6.86,41,1397.22,91.96,B2C,High Buy Box
2023-06-01,B02QKHW3CG,0,3298,4866,0.27,9,378.55,84.72,B2C,Low Buy Box
2023-07-01,B02QKHW3CG,0,848,1041,2.0,17,833.56,1.98,B2C,Low Buy Box
2023-08-01,B02QKHW3CG,0,1419,1657,1.06,15,295.18,63.68,B2C,Low Buy Box
2023-09-01,B02QKHW3CG,0,4773,7196,0.31,15,543.27,-8.45,B2C,High Buy Box
2023-10-01,B02QKHW3CG,0,771,975,0.91,7,385.9,28.03,B2C,Low Buy Box
2023-11-01,B02QKHW3CG,0,590,881,0.17,1,58.02,51.32,B2C,Low Buy Box
2023-12-01,B02QKHW3CG,0,564,608,10.11,57,1764.25,88.08,B2C,Low Buy Box
